country,hazard,rp,gdp_pc_pp,gdp_pc_pp_A,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Albania,surge,50.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,surge,100.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,surge,250.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,surge,500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,surge,1000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,surge,1500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,surge,2000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,1.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,20.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,50.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,100.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,250.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,1000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,1500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,tsunami,2000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,1.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,20.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,50.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,100.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,250.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,1000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,1500.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Albania,wind,2000.0,11359.1704,11424.62832,2876101,0.5837600000000001,4146.89625,2,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.0804176835697958,0.0,0.0,0.0,0.5,99.392741,0.0,0.0,
Algeria,earthquake,1.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,39.031130598226525,0.005888432822120851,0.0005923311846010556,0.09999999999999998,348.02950050000004,52.09584213226242,20.83833685290497,3538.8595713654713
Algeria,earthquake,20.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,153.59276370015965,0.0231717774286909,0.0023721445483726633,0.09999999999999998,348.02950050000004,205.0041658476829,82.00166633907317,3538.859571365471
Algeria,earthquake,50.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,296.2234197812224,0.04468975612507338,0.004678035895836615,0.09999999999999998,348.02950050000004,395.3769280130116,158.15077120520465,3538.8595713654713
Algeria,earthquake,100.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,457.5275163319682,0.06902490404198051,0.007414258914300006,0.09999999999999998,348.02950050000004,610.6736058288648,244.26944233154592,3538.8595713654713
Algeria,earthquake,250.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,750.2826489338504,0.11319141690583266,0.012763906333754238,0.09999999999999998,348.02950050000004,1001.4213227840632,348.02950050000004,3074.698683112486
Algeria,earthquake,500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,1016.347455066918,0.15333129277497706,0.018109951562698477,0.09999999999999998,348.02950050000004,1356.5447825664223,348.02950050000004,2269.7878182684753
Algeria,earthquake,1000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,1314.2514171651417,0.1982745839728685,0.024730983951512724,0.09999999999999998,348.02950050000004,1754.1647731272315,348.02950050000004,1755.2905346033847
Algeria,earthquake,1500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,1499.622744087441,0.22624063540410633,0.029239146659279985,0.09999999999999998,348.02950050000004,2001.5845950790688,348.02950050000004,1538.3156075315867
Algeria,earthquake,2000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,flood,1.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,4.021558845304496,0.0006793632023557317,6.798250504790665e-05,0.09999999999999998,348.02950050000004,5.289176136398173,2.1156704545592695,3114.196422801615
Algeria,flood,20.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,33.929874761200665,0.005731784429864013,0.0005764827176515219,0.09999999999999998,348.02950050000004,44.62475641938126,17.849902567752505,3114.1964228016154
Algeria,flood,50.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,80.81655354442536,0.013652365844005745,0.001384133278292689,0.09999999999999998,348.02950050000004,106.29037218545407,42.51614887418163,3114.1964228016145
Algeria,flood,100.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,113.58021591812141,0.019187141647941754,0.001956248991288674,0.09999999999999998,348.02950050000004,149.3813197095202,59.752527883808085,3114.1964228016145
Algeria,flood,250.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,241.7830512764744,0.040844487003419375,0.00425838004890506,0.09999999999999998,348.02950050000004,317.9943882930392,127.1977553172157,3114.196422801615
Algeria,flood,500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,300.99166803070966,0.05084661727988556,0.005357049577610699,0.09999999999999998,348.02950050000004,395.865884111456,158.34635364458242,3114.196422801615
Algeria,flood,1000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,353.9410624268663,0.05979137515201513,0.00635937318291271,0.09999999999999998,348.02950050000004,465.5052165319871,186.20208661279486,3114.196422801615
Algeria,flood,1500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,371.5043272574736,0.06275834301152429,0.006696068462554045,0.09999999999999998,348.02950050000004,488.604518268614,195.44180730744563,3114.196422801615
Algeria,flood,2000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,1.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,20.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,50.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,100.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,250.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,1000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,1500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,surge,2000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,1.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,20.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,50.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,100.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,250.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,1000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,1500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,tsunami,2000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,1.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,20.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,50.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,100.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,250.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,1000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,1500.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Algeria,wind,2000.0,13921.18002,13974.66622,40606052,0.71304,3843.752322,2,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.1469384595538974,0.0,0.0,0.0,0.09999999999999998,348.02950050000004,0.0,0.0,
Angola,earthquake,1.0,5984.6404219999995,6024.726138,28813463,0.44819,3110.808183,2,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1.0,0.12735853573367692,1.239043253931658,0.1673163811938006,1.9975200611943244e-05,9.987799814276584e-06,0.5,44.884803164999994,0.04018262602112907,0.0,0.0
Angola,earthquake,20.0,5984.6404219999995,6024.726138,28813463,0.44819,3110.808183,2,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1.0,0.12735853573367692,1.239043253931658,0.8645830047657328,0.00010321893673918453,5.161479599395477e-05,0.5,44.884803164999994,0.20763786125929384,0.0,0.0
Angola,earthquake,50.0,5984.6404219999995,6024.726138,28813463,0.44819,3110.808183,2,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1.0,0.12735853573367692,1.239043253931658,2.800275199813446,0.00033431310482464325,0.00016721245372689243,0.5,44.884803164999994,0.6725128185746068,0.0,0.0
